iter,obj,time
1,1886.87,7037.69
2,1587.48,3399.43
3,1462.05,3857.68
4,1432.77,3408.19
5,1414.35,3557.72
6,1396.32,3513.52
7,1396.32,3492.03
8,1396.32,3456.78
9,1396.32,3472.07
10,1396.32,3482.71
