iter,obj,time
1,7605.86,1420.16
2,3810.71,1384.50
3,2777.62,1358.91
4,2450.61,1251.33
5,2376.44,1326.79
6,2340.73,1191.25
7,2312.39,2032.08
8,2297.74,1941.40
9,2267.15,1900.57
10,2254.44,1965.04
11,2226.11,1930.12
12,2226.11,1938.85
13,2226.11,1940.02
14,2226.11,1927.67
15,2226.11,1948.76
