iter,obj,time
1,2762.92,5152.40
2,2000.24,5744.90
3,1815.71,5157.54
4,1761.73,5453.41
5,1741.35,5330.45
6,1741.00,5483.45
7,1740.33,4900.41
8,1736.89,4438.84
9,1723.22,4551.39
10,1720.81,4517.28
11,1720.81,4537.07
12,1720.81,4535.92
13,1720.81,4518.38
14,1720.81,4261.00
