iter,obj,time
1,1175.73,258.33
2,1051.62,337.08
3,1015.14,350.49
4,1004.53,329.53
5,989.96,377.49
6,976.24,377.80
7,976.24,378.99
8,976.24,384.09
9,976.24,384.68
10,976.24,383.13
