iter,obj,time
1,569.96,14.00
2,498.71,20.28
3,489.02,24.92
4,488.95,22.59
5,480.37,31.00
6,478.61,33.41
7,478.61,33.79
8,478.61,34.62
9,478.61,33.06
10,478.61,32.85
