iter,obj,time
1,1071.34,856.37
2,937.08,728.69
3,923.90,619.16
4,912.62,671.77
5,896.13,762.34
6,893.30,754.91
7,893.30,769.15
8,893.30,770.09
9,893.30,768.13
10,893.30,763.73
