iter,obj,time
1,1041.40,406.13
2,950.31,388.31
3,888.77,345.19
4,888.69,316.67
5,886.78,520.26
6,884.26,533.52
7,884.26,531.81
8,884.26,496.30
9,884.26,467.56
10,884.26,470.27
